year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2006,40000,Petrol,Individual,Manual,1,1796,178.0,5,11.7,kmpl,650000
2015,25000,Petrol,Individual,Manual,1,1499,110.4,5,15.85,kmpl,800000
2010,60000,Petrol,Individual,Manual,2,1798,138.0,5,14.53,kmpl,350000
2015,25000,Petrol,Individual,Manual,1,1499,110.4,5,15.85,kmpl,700000
2011,15000,Petrol,Individual,Manual,1,1298,85.8,5,17.5,kmpl,335000
2012,110000,Diesel,Individual,Manual,1,1248,73.9,5,19.3,kmpl,270000
2001,70000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,52000
2010,100000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,320000
2007,120000,Petrol,Individual,Manual,1,1086,63.0,5,17.8,kmpl,120000
2010,55000,Petrol,Individual,Automatic,2,1781,163.2,5,12.3,kmpl,730000
2007,120000,Petrol,Individual,Manual,3,1586,104.68,5,15.0,kmpl,125000
2007,35000,Petrol,Individual,Manual,1,1061,64.0,5,18.2,kmpl,150000
2018,13000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,310000
2015,50000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,625000
2012,40000,Petrol,Individual,Manual,1,1197,78.9,5,20.36,kmpl,267000
2016,25000,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,600000
2011,110000,Petrol,Individual,Manual,2,1196,73.0,7,15.37,kmpl,180000
2019,5000,Petrol,Individual,Manual,1,1197,88.5,5,23.87,kmpl,700000
2013,50000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,121000
2014,80000,Petrol,Individual,Manual,3,1197,82.0,5,18.9,kmpl,350000
2012,225000,Diesel,Individual,Manual,2,2494,100.0,8,12.99,kmpl,869999
2008,100000,Petrol,Individual,Manual,3,1061,64.0,5,17.3,kmpl,80000
2008,93331,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,120000
2012,120000,Diesel,Individual,Manual,2,2179,115.0,5,13.5,kmpl,370000
2015,70000,Diesel,Individual,Manual,1,1461,108.5,5,19.01,kmpl,750000
2015,100000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,484999
2006,90000,Diesel,Individual,Manual,2,1493,82.0,5,13.1,kmpl,120000
2016,90000,Diesel,Individual,Automatic,1,2755,174.5,7,15.04,kmpl,3100000
2002,184000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,35000
2019,6500,Petrol,Individual,Automatic,1,1197,81.8,5,21.21,kmpl,750000
2010,80000,Petrol,Individual,Manual,1,1298,80.0,8,11.96,kmpl,350000
2008,100000,Diesel,Individual,Manual,3,2179,120.0,7,12.05,kmpl,400000
2015,120000,Diesel,Individual,Manual,2,1364,67.05,5,23.59,kmpl,570000
2012,120000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,180000
1998,110000,Petrol,Individual,Manual,3,1598,77.0,5,13.1,kmpl,68000
2006,150000,Diesel,Individual,Manual,3,1896,66.0,5,18.7,kmpl,280000
2005,120000,Diesel,Individual,Manual,4,1405,70.0,5,16.1,kmpl,90000
2015,100000,Diesel,Individual,Automatic,2,2143,203.2,5,15.26,kmpl,2600000
2018,63000,Diesel,Individual,Manual,1,2956,83.83,7,15.3,kmpl,700000
2016,40000,Diesel,Individual,Automatic,2,2143,136.0,5,17.9,kmpl,1850000
2015,109000,Diesel,Dealer,Manual,1,1498,89.84,5,22.7,kmpl,685000
2015,114000,Diesel,Dealer,Manual,1,1248,73.94,5,25.2,kmpl,565000
2017,33000,Petrol,Dealer,Automatic,2,1798,177.5,5,14.7,kmpl,1600000
2014,160000,Diesel,Dealer,Manual,3,1120,70.0,5,24.0,kmpl,395000
2013,101000,Diesel,Dealer,Manual,1,1396,88.76,5,21.9,kmpl,425000
2019,5400,Diesel,Dealer,Manual,0,1498,108.6,5,22.27,kmpl,1350000
2016,45000,Diesel,Dealer,Automatic,2,1995,183.0,5,16.38,kmpl,1950000
2018,31000,Petrol,Dealer,Automatic,1,999,67.0,5,24.04,kmpl,535000
2018,31000,Petrol,Dealer,Manual,1,999,67.0,5,23.01,kmpl,500000
2016,55000,Petrol,Dealer,Manual,1,1197,81.8,5,20.52,kmpl,434999
2018,55000,Petrol,Dealer,Automatic,1,624,37.48,4,21.9,kmpl,250000
2014,117000,Diesel,Dealer,Manual,1,1582,126.32,5,22.32,kmpl,700000
2010,102000,Diesel,Dealer,Automatic,1,1995,187.74,5,19.62,kmpl,1100000
2012,108000,Diesel,Dealer,Automatic,1,1968,175.0,5,17.42,kmpl,900000
2015,75000,Petrol,Dealer,Manual,1,1197,81.8,5,20.52,kmpl,425000
2011,74000,Diesel,Dealer,Automatic,1,2148,170.0,5,10.0,kmpl,1600000
2013,158000,Diesel,Dealer,Manual,1,1499,98.96,5,24.4,kmpl,325000
2019,10000,Diesel,Individual,Automatic,1,1497,108.5,5,21.5,kmpl,1140000
2017,53000,Diesel,Individual,Manual,1,2179,147.94,7,17.6,kmpl,980000
2017,20000,Diesel,Individual,Manual,2,1956,170.0,5,16.3,kmpl,1920000
2020,5000,Petrol,Individual,Manual,1,999,108.6,5,18.24,kmpl,808000
2014,30000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,550000
2010,64000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,215000
2016,10500,Petrol,Individual,Manual,1,1196,86.8,5,18.16,kmpl,512000
2011,50000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,215000
2012,60000,Diesel,Individual,Manual,1,1598,103.5,5,20.5,kmpl,500000
2015,35000,Diesel,Individual,Manual,1,1498,103.52,5,21.14,kmpl,700000
2012,135000,Diesel,Individual,Manual,1,2179,138.03,7,13.93,kmpl,525000
2011,70000,Diesel,Individual,Manual,2,2179,120.0,9,12.05,kmpl,550000
2016,80000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,750000
2017,25000,Petrol,Individual,Manual,1,998,67.0,5,21.63,kmpl,395000
2017,5000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,675000
2008,80000,Petrol,Individual,Manual,3,1086,62.1,5,17.92,kmpl,140000
2011,120000,Diesel,Individual,Manual,2,2179,120.0,8,12.05,kmpl,430000
2011,167000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,270000
2014,10000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,300000
2013,68000,Diesel,Individual,Manual,1,1248,76.9,5,22.1,kmpl,355000
2015,35000,Petrol,Individual,Manual,2,796,47.3,5,22.74,kmpl,180000
2007,50000,Petrol,Individual,Manual,1,1193,65.3,5,15.3,kmpl,125000
2006,80000,Diesel,Individual,Manual,1,1248,82.0,5,20.0,kmpl,150000
2006,60898,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,95000
2018,29700,Diesel,Individual,Manual,1,1248,88.5,5,25.1,kmpl,810000
2018,20000,Petrol,Individual,Automatic,1,1368,98.63,5,18.6,kmpl,671000
2018,20000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,295000
2017,40000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,850000
2013,90000,Diesel,Individual,Manual,1,1248,74.0,5,22.9,kmpl,409999
2015,90000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,600000
2015,80000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,600000
2012,60000,Petrol,Individual,Manual,3,998,67.1,5,18.9,kmpl,220000
2013,56000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,550000
2014,50000,Diesel,Individual,Manual,1,2523,75.0,8,14.0,kmpl,650000
2014,50000,Diesel,Individual,Manual,2,2523,75.0,9,14.0,kmpl,655000
2006,74000,Diesel,Individual,Manual,1,1948,68.0,7,13.7,kmpl,130000
2014,123000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,400000
2007,60000,Petrol,Individual,Manual,3,1248,82.0,5,18.9,kmpl,250000
2009,54000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,155000
2013,50000,Petrol,Individual,Manual,1,1193,64.1,5,15.64,kmpl,250000
2014,80000,Petrol,Individual,Manual,2,1197,82.0,5,18.9,kmpl,400000
2019,10000,Petrol,Individual,Manual,1,1198,67.05,5,19.02,kmpl,500000
2018,10000,Petrol,Individual,Automatic,1,1086,68.0,5,20.3,kmpl,565000
2018,40000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,900000
2017,120000,Diesel,Individual,Manual,1,1493,70.0,7,16.5,kmpl,650000
2013,45000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,600000
2018,35000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,800000
2015,60000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,575000
2016,40000,Petrol,Individual,Automatic,1,1499,110.4,5,17.01,kmpl,550000
2011,80000,Petrol,Individual,Manual,3,1586,103.3,5,15.5,kmpl,190000
2017,37000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,750000
2018,22000,Petrol,Individual,Manual,1,1197,83.1,5,21.4,kmpl,625000
2018,60000,Diesel,Individual,Manual,2,1396,88.73,5,22.54,kmpl,799000
2013,57000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,300000
2017,27000,Petrol,Individual,Manual,1,1373,91.1,5,20.73,kmpl,850000
2012,70000,Petrol,Individual,Manual,1,995,62.0,5,18.0,kmpl,130000
2011,40000,Petrol,Individual,Manual,2,998,67.1,5,20.92,kmpl,229999
2015,60000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,400000
2018,35000,Diesel,Individual,Manual,1,2498,105.0,6,16.55,kmpl,900000
2015,70000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,800000
2015,43000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,250999
2011,110000,Petrol,Individual,Manual,2,1368,90.0,5,15.0,kmpl,250000
2009,100000,Petrol,Individual,Manual,2,1172,67.0,5,15.7,kmpl,100000
2016,64000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,450000
2017,96000,Diesel,Individual,Manual,1,1461,83.8,5,19.87,kmpl,575000
2013,96000,Diesel,Individual,Manual,1,1461,83.8,5,20.46,kmpl,400000
2019,7600,Petrol,Individual,Manual,1,998,67.0,5,21.63,kmpl,480000
2019,7000,Petrol,Individual,Manual,1,998,67.0,5,21.63,kmpl,490000
2007,120000,Diesel,Individual,Manual,2,1405,70.0,5,17.0,kmpl,150000
2017,50000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,600000
2015,50000,Diesel,Individual,Manual,2,1120,71.0,5,24.4,kmpl,500000
2015,80000,Diesel,Individual,Manual,1,1248,88.7,5,23.0,kmpl,425000
2003,200000,Diesel,Individual,Manual,2,1493,82.0,5,13.1,kmpl,108000
2015,190000,Diesel,Individual,Manual,1,2494,100.6,7,12.99,kmpl,1030000
2015,34000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,360000
2012,80000,Petrol,Individual,Manual,2,1198,73.9,5,16.47,kmpl,290000
2003,20000,Diesel,Individual,Manual,1,1527,57.0,5,15.9,kmpl,70000
2012,70000,Diesel,Individual,Manual,2,2956,83.8,7,15.3,kmpl,320000
2014,29340,Diesel,Individual,Manual,1,1582,126.32,5,22.32,kmpl,755000
2011,120000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,215000
2011,200000,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,735000
2007,70000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,190000
2014,80800,Diesel,Individual,Manual,2,2494,100.6,8,12.99,kmpl,1365000
2018,24265,Petrol,Dealer,Manual,1,1199,88.7,5,18.7,kmpl,675000
2014,81000,Diesel,Dealer,Manual,1,1248,74.0,5,23.4,kmpl,438999
2015,240000,Diesel,Individual,Manual,1,1461,108.5,7,19.98,kmpl,550000
2013,35000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,409999
2019,15000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,350000
2012,49000,Diesel,Individual,Manual,3,936,57.6,5,25.44,kmpl,135000
2016,56900,Diesel,Individual,Manual,2,2393,147.8,8,13.68,kmpl,1490000
2014,70000,Diesel,Individual,Manual,2,1248,74.0,5,25.2,kmpl,520000
2010,180000,Diesel,Individual,Manual,1,1248,73.9,5,19.3,kmpl,315000
2010,50000,Petrol,Individual,Manual,1,998,66.1,5,19.0,kmpl,235000
2005,50000,Petrol,Individual,Manual,3,1495,94.0,5,13.2,kmpl,80500
2013,88200,Diesel,Individual,Manual,1,1248,73.94,5,23.2,kmpl,375000
2006,93000,Petrol,Individual,Manual,2,1197,85.0,5,16.1,kmpl,189000
2017,120000,Diesel,Individual,Manual,1,1498,98.6,5,25.8,kmpl,550000
2011,110000,Diesel,Individual,Manual,2,1399,68.0,5,17.8,kmpl,260000
2015,40000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,300000
2010,120000,Petrol,Individual,Manual,2,1497,118.0,5,17.0,kmpl,350000
1999,100000,LPG,Individual,Manual,4,1248,82.0,5,17.3,km/kg,70000
2019,10000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,892000
2012,70000,Diesel,Individual,Manual,2,1248,92.0,5,20.3,kmpl,285000
2012,60000,LPG,Individual,Manual,1,1086,68.05,5,19.2,km/kg,300000
2016,90000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,620000
2017,90000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,750000
2016,35000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,270000
2012,40000,Petrol,Individual,Manual,2,1086,62.1,5,17.92,kmpl,300000
2011,80000,Diesel,Individual,Manual,1,1396,69.0,5,23.03,kmpl,220000
2012,99000,Petrol,Individual,Manual,2,1586,103.3,5,15.5,kmpl,260000
2019,7500,Petrol,Individual,Automatic,1,1197,81.8,5,21.21,kmpl,600000
2015,60000,Petrol,Individual,Manual,1,624,37.48,4,23.9,kmpl,80000
2016,40800,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,300000
2015,70000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,300000
2016,100000,Petrol,Individual,Manual,1,1198,82.0,5,18.15,kmpl,400000
2016,8588,Petrol,Individual,Manual,1,1197,81.8,5,22.0,kmpl,550000
2019,40000,Diesel,Individual,Manual,1,1498,97.9,5,25.6,kmpl,1200000
2015,60000,Diesel,Individual,Manual,1,1498,99.0,5,25.83,kmpl,500000
2005,80000,Petrol,Individual,Manual,3,1298,85.0,5,15.9,kmpl,93000
2014,110000,Diesel,Individual,Manual,1,1498,98.6,5,26.0,kmpl,500000
2018,150000,Diesel,Individual,Manual,1,1364,67.05,5,23.59,kmpl,670000
2012,120000,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,750000
2017,30000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,370000
2012,70000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,100000
2016,50000,Petrol,Individual,Manual,1,1086,68.05,5,19.81,kmpl,425000
2006,305000,Diesel,Individual,Manual,4,2494,102.0,8,12.8,kmpl,370000
2012,158500,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,400000
2009,212000,Diesel,Individual,Manual,3,2179,138.1,7,11.57,kmpl,229999
2016,35000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,850000
2018,22000,Diesel,Individual,Manual,1,1461,65.0,5,21.03,kmpl,750000
2010,50000,Diesel,Individual,Manual,1,1948,90.0,14,10.71,kmpl,235000
2017,70000,Diesel,Individual,Manual,1,1498,98.6,5,25.5,kmpl,700000
2016,56000,Diesel,Individual,Manual,1,1120,70.0,5,24.0,kmpl,480000
2016,50000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,475000
2015,120000,Diesel,Individual,Manual,1,1498,103.52,5,21.14,kmpl,610000
2011,120000,Diesel,Individual,Manual,2,2494,102.0,8,12.8,kmpl,650000
2017,70000,Diesel,Individual,Manual,1,1498,98.6,5,25.5,kmpl,800000
2015,120000,Diesel,Individual,Manual,1,2179,138.1,7,11.57,kmpl,520000
2014,90000,Diesel,Individual,Manual,1,1396,69.0,5,25.0,kmpl,160000
2018,70000,Diesel,Individual,Manual,1,1248,88.5,5,25.1,kmpl,1000000
2015,120000,Diesel,Individual,Manual,2,1248,88.76,7,20.77,kmpl,700000
2017,70000,Diesel,Individual,Manual,2,1498,98.6,5,25.8,kmpl,590000
2002,80000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,140000
2017,100000,Diesel,Individual,Manual,2,1493,100.0,7,18.49,kmpl,725000
2017,157000,Diesel,Individual,Manual,1,2393,147.8,7,13.68,kmpl,1680000
2015,50000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,550000
2012,90000,Diesel,Individual,Manual,2,1248,73.94,5,23.2,kmpl,240000
2013,65000,Diesel,Individual,Manual,1,2231,184.0,7,14.6,kmpl,667000
2017,50000,Diesel,Individual,Manual,1,1498,98.6,5,27.3,kmpl,670000
2015,110000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,550000
2015,30000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,400000
2014,80000,Diesel,Individual,Manual,2,1582,126.32,5,22.32,kmpl,545000
2015,70000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,599000
2016,100000,Diesel,Individual,Manual,1,1396,88.7,5,21.38,kmpl,725000
2015,120000,Petrol,Individual,Manual,2,1497,117.3,5,17.4,kmpl,525000
2011,85000,Diesel,Individual,Manual,2,1248,73.9,5,21.1,kmpl,204999
2012,110000,Diesel,Individual,Manual,1,1199,75.0,5,21.0,kmpl,190000
2015,60000,Diesel,Individual,Manual,4,1120,70.0,5,24.0,kmpl,310000
2016,90000,Diesel,Individual,Manual,2,1120,70.0,5,24.0,kmpl,380000
2012,110000,Petrol,Individual,Manual,3,998,67.1,5,20.92,kmpl,204000
2018,25000,Petrol,Individual,Manual,1,998,68.05,5,20.3,kmpl,350000
2013,100000,Diesel,Individual,Manual,1,1598,103.6,5,20.54,kmpl,350000
2012,120000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,175000
2011,90000,Diesel,Individual,Manual,1,1598,103.6,5,20.54,kmpl,340000
2017,35000,Petrol,Individual,Manual,1,1497,117.6,5,17.4,kmpl,950000
2017,35000,Petrol,Individual,Manual,1,1497,117.3,5,17.8,kmpl,894999
2014,101200,Diesel,Individual,Manual,2,2956,83.83,7,15.3,kmpl,350000
2005,90000,Petrol,Individual,Manual,2,1396,85.0,5,12.8,kmpl,100000
2016,76000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,550000
2004,60000,Diesel,Individual,Manual,3,1405,70.0,5,16.1,kmpl,100000
2016,90000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,800000
2013,80000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,525000
2008,179150,Diesel,Individual,Manual,2,2179,138.1,7,11.57,kmpl,500000
2003,62000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,42000
2009,160000,Petrol,Individual,Manual,3,1197,85.8,5,17.5,kmpl,190000
2019,35000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,694000
2016,120000,Diesel,Individual,Automatic,1,2179,140.0,7,16.0,kmpl,861999
2017,50000,Diesel,Individual,Manual,1,1498,98.6,5,25.8,kmpl,650000
2011,70000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,310000
2013,97000,Diesel,Individual,Manual,1,1248,74.0,5,22.9,kmpl,360000
2011,90000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,240000
2012,84487,Diesel,Individual,Manual,4,2179,140.0,7,15.1,kmpl,500000
2010,100000,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,475000
2007,60000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,100000
2009,110000,Petrol,Individual,Manual,3,1586,104.68,5,15.0,kmpl,200000
2006,264000,Diesel,Individual,Manual,1,2494,102.0,8,12.8,kmpl,430000
2010,146000,Diesel,Individual,Manual,4,2498,112.0,7,14.0,kmpl,245000
2014,70000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,450000
2017,51146,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,800000
2011,40000,Petrol,Individual,Manual,1,1197,85.8,5,21.1,kmpl,215000
2017,50000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,760000
2015,80000,Diesel,Individual,Manual,1,1498,88.8,5,20.14,kmpl,416000
2011,120000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,195000
2017,23000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,325000
2010,70000,Petrol,Individual,Manual,2,998,67.1,5,20.92,kmpl,145000
2018,23000,Diesel,Individual,Manual,1,1248,74.0,5,28.4,kmpl,675000
2016,30000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,340000
2011,50000,Diesel,Individual,Manual,1,1248,90.0,5,19.0,kmpl,340000
2014,40000,Petrol,Individual,Manual,1,796,34.2,5,16.8,kmpl,260000
2015,50000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,300000
2007,60000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,75000
2011,80000,Diesel,Individual,Manual,1,1405,70.0,5,19.4,kmpl,350000
2010,150000,Diesel,Individual,Manual,3,1248,88.8,5,21.12,kmpl,170000
2018,40000,Petrol,Individual,Manual,1,1197,85.8,5,19.0,kmpl,600000
2010,25000,Petrol,Individual,Automatic,1,1497,118.0,5,16.8,kmpl,800000
2018,120000,Diesel,Individual,Manual,2,2650,80.84,7,17.0,kmpl,850000
2014,120000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,980000
2011,298000,Diesel,Individual,Manual,2,2499,141.0,7,13.1,kmpl,850000
2012,270000,Diesel,Individual,Manual,3,2956,68.4,7,14.07,kmpl,340000
2018,50000,Diesel,Individual,Automatic,2,1248,88.5,5,24.3,kmpl,900000
2010,120000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,310000
2013,60000,Diesel,Individual,Manual,3,1248,88.8,7,20.77,kmpl,600000
2008,149000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,270000
2019,5000,Petrol,Individual,Manual,1,1086,68.0,5,20.3,kmpl,509999
2013,70000,Diesel,Individual,Manual,2,1405,70.0,5,19.4,kmpl,225000
2015,55000,Petrol,Individual,Manual,1,1197,78.9,5,20.36,kmpl,280000
2016,100000,Diesel,Individual,Manual,1,1047,69.0,5,27.28,kmpl,490000
2013,120000,Diesel,Individual,Manual,1,2523,62.1,9,15.96,kmpl,440000
2014,291977,Diesel,Individual,Manual,1,2179,138.1,7,14.0,kmpl,500000
2005,85000,Petrol,Individual,Manual,3,2354,158.8,5,11.1,kmpl,476999
2015,70000,Petrol,Individual,Manual,3,1197,81.86,5,17.19,kmpl,590000
2010,120000,Diesel,Individual,Manual,1,2499,141.0,7,13.1,kmpl,500000
2015,40000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,600000
2016,70000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,750000
2017,39000,Diesel,Dealer,Automatic,1,1995,187.74,5,19.59,kmpl,2950000
2019,10000,Diesel,Dealer,Automatic,1,1995,190.0,5,18.12,kmpl,5200000
2019,36800,Diesel,Dealer,Manual,1,1498,88.0,5,20.14,kmpl,695000
2018,52200,Diesel,Dealer,Manual,1,1248,74.0,5,26.59,kmpl,690000
2016,78000,Diesel,Dealer,Manual,1,1186,73.97,5,24.0,kmpl,409999
2020,16000,Diesel,Dealer,Manual,1,1956,167.67,5,17.0,kmpl,1650000
2016,30000,Diesel,Dealer,Automatic,1,1968,174.33,5,15.73,kmpl,2375000
2017,29000,Diesel,Dealer,Manual,2,1186,73.97,5,24.0,kmpl,525000
2019,25000,Diesel,Dealer,Manual,1,1956,170.63,5,16.3,kmpl,2150000
2013,60000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,540000
2017,60000,Diesel,Dealer,Automatic,2,2982,168.5,7,12.55,kmpl,2750000
2016,112000,Diesel,Dealer,Manual,2,1997,120.0,7,15.4,kmpl,1000000
2018,15000,Diesel,Dealer,Automatic,1,1968,187.74,5,18.25,kmpl,2900000
2017,40000,Diesel,Dealer,Manual,1,1493,100.0,7,18.49,kmpl,725000
2018,36000,Diesel,Dealer,Manual,1,1248,88.5,5,28.09,kmpl,975000
2016,60000,Petrol,Dealer,Manual,1,998,67.05,5,21.79,kmpl,355000
2008,120000,Petrol,Individual,Manual,1,2354,158.8,5,11.1,kmpl,400000
2015,48000,Petrol,Dealer,Manual,1,796,47.3,5,24.7,kmpl,265000
2018,40000,Diesel,Dealer,Manual,1,1498,88.0,5,20.14,kmpl,650000
2017,60000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,720000
2016,25000,Petrol,Individual,Manual,1,1591,121.3,5,17.01,kmpl,850000
2015,42000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,290000
2010,35000,Petrol,Individual,Automatic,2,2497,204.0,5,10.93,kmpl,1200000
2016,90000,Diesel,Individual,Automatic,2,1493,100.0,7,18.49,kmpl,600000
2011,90000,Diesel,Individual,Manual,2,1248,73.9,5,21.1,kmpl,300000
2012,110000,Diesel,Individual,Manual,2,1461,63.12,5,23.08,kmpl,225000
2009,70000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,240000
2014,80000,Diesel,Individual,Manual,1,1582,126.32,5,22.32,kmpl,700000
2014,70000,Diesel,Individual,Manual,2,1248,74.0,5,25.2,kmpl,470000
2016,80000,Diesel,Individual,Manual,1,1396,88.73,5,21.19,kmpl,800000
2012,90000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,450000
2007,90000,Diesel,Individual,Manual,3,1396,53.5,5,17.2,kmpl,90000
2010,120000,Diesel,Individual,Manual,2,1364,87.2,5,21.43,kmpl,450000
2012,107500,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,400000
2017,62000,Diesel,Dealer,Automatic,1,2755,171.5,7,11.36,kmpl,1465000
2016,79000,Diesel,Dealer,Manual,1,1582,126.2,5,19.67,kmpl,925000
2016,60000,Diesel,Dealer,Manual,2,2393,147.8,7,13.68,kmpl,1385000
2015,20000,Diesel,Individual,Manual,1,2982,168.5,7,12.55,kmpl,2000000
2004,248200,Diesel,Individual,Manual,2,1405,70.0,5,16.1,kmpl,80000
2007,110000,Diesel,Individual,Manual,2,2179,120.0,7,10.5,kmpl,300000
2009,100000,Diesel,Individual,Manual,1,1248,73.9,5,19.3,kmpl,360000
2010,70000,Diesel,Individual,Manual,2,1493,110.0,5,16.2,kmpl,320000
1994,100000,Diesel,Individual,Manual,2,1995,52.0,5,12.8,kmpl,99000
2016,50000,Diesel,Individual,Manual,2,1248,88.5,7,24.52,kmpl,780000
2013,139000,Diesel,Individual,Manual,1,1248,88.76,7,20.77,kmpl,620000
2006,120000,Petrol,Individual,Manual,3,1781,149.5,5,13.1,kmpl,100000
2014,35000,Petrol,Individual,Manual,2,1172,64.1,5,16.7,kmpl,210000
2019,7720,Petrol,Individual,Manual,1,999,71.0,7,20.0,kmpl,786000
2014,50000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,1000000
2002,60000,Diesel,Individual,Manual,2,1527,58.0,5,20.8,kmpl,120000
